idelem,intensidad,ocupacion,carga
4391,900,7,37
3619,380,8,43
4392,360,3,23
3620,560,12,61
4393,340,5,49
4394,40,37,54
4395,400,7,62
5130,1140,7,46
4402,260,8,28
10217,720,13,80
10258,400,8,21
10259,260,3,22
10498,400,8,19
10499,20,0,3
4397,1080,22,46
4398,960,15,50
4403,200,17,43
4404,540,2,26
4405,480,4,36
4406,100,1,19
4407,60,63,30
4408,300,2,16
4409,760,3,28
4410,280,5,34
4411,300,2,18
4412,240,6,47
4413,900,5,39
4414,380,3,32
4434,600,3,26
4416,20,0,7
4417,960,6,33
3748,700,6,35
4418,540,5,26
4419,4740,8,54
4421,1980,8,42
3693,860,3,32
3694,280,60,63
4422,280,7,20
10023,80,2,26
4424,440,4,32
4425,220,4,28
9977,2400,7,21
4423,100,1,13
10022,280,6,27
10057,220,3,22
10066,240,6,31
10603,300,4,22
10602,220,6,28
10604,200,3,32
10605,180,5,26
4426,280,1,24
4427,700,5,30
4428,640,3,27
4429,940,7,44
4430,580,3,25
4431,540,3,24
4432,400,6,37
3407,420,5,30
4433,1960,9,43
4415,440,2,16
3622,1900,6,39
4436,480,1,19
4437,2640,11,59
4438,1020,8,48
4439,1060,5,35
4440,980,4,39
4441,2120,9,43
4442,2080,10,40
4443,840,3,32
4444,2540,10,44
4445,180,62,67
4446,820,6,43
4447,720,6,33
4448,499,3,36
4449,420,3,23
4450,640,5,27
3674,640,3,31
4451,60,50,34
4452,600,3,34
4453,920,11,42
7071,1740,11,63
4464,960,38,50
4454,999,4,33
4455,740,5,49
4456,780,5,46
4457,180,3,51
4458,1920,9,60
4459,580,4,22
4460,1460,4,44
4461,940,3,29
4462,1340,3,35
4465,1060,25,60
4466,540,16,46
4467,360,21,36
4468,260,17,34
4469,940,4,29
5422,360,2,36
5423,1440,5,27
5424,1580,4,36
5425,1740,5,37
5426,1900,5,45
5427,1740,4,47
5428,1620,5,41
5429,2580,13,49
5431,680,4,35
5432,760,3,26
5433,180,2,17
5438,480,6,50
5439,60,81,45
5440,240,66,45
5441,200,15,47
5442,40,0,13
5443,440,65,36
5444,120,23,44
10031,60,1,17
10463,1680,4,37
3421,820,4,33
7017,980,5,33
3423,660,4,17
5451,1300,2,31
5452,1420,4,30
5453,1320,3,31
5454,1540,6,34
5455,1360,3,21
5456,840,2,18
5457,1720,5,25
5458,1040,3,20
5459,1520,5,32
5460,1540,5,31
5461,520,35,24
5462,1460,5,32
5463,1440,4,35
5464,1580,6,36
5465,560,1,20
5466,120,18,14
5467,80,3,10
5468,1360,5,32
5469,1080,5,16
11094,100,1,7
5470,980,6,23
5471,0,0,0
5472,840,9,27
5473,540,8,38
5474,1040,4,21
5475,1120,6,33
5476,1420,7,26
5477,1300,4,20
5478,840,4,21
5479,900,3,19
5480,160,2,9
5481,260,6,16
5482,160,1,6
5483,200,2,18
5484,640,2,12
5485,800,6,23
5486,380,2,11
5487,160,2,8
5488,240,1,6
5489,540,4,15
5490,499,3,18
5491,60,0,6
5492,780,5,22
5493,720,4,21
5494,20,0,1
3743,160,22,16
11082,140,2,10
5495,120,3,9
5496,200,3,16
5497,300,3,8
5498,200,34,19
5499,100,1,6
5500,760,5,22
5501,0,0,0
5502,540,4,17
5503,560,5,16
5504,300,1,12
11079,0,0,0
5508,380,2,17
5509,420,2,19
5680,100,1,28
5510,260,1,10
5511,540,5,13
11083,280,1,6
5512,2100,8,49
5513,1020,6,28
11085,280,1,10
3449,380,1,17
7082,40,40,10
7080,0,0,0
7085,60,32,15
10469,20,16,5
5515,760,5,35
5516,1300,26,53
5517,1320,6,36
5518,660,22,50
5519,1180,4,20
5520,320,0,7
5521,440,1,11
5522,300,1,11
5523,380,39,45
5524,520,9,28
5525,700,5,26
5526,540,8,31
5527,360,3,19
5528,60,0,28
5529,160,7,13
5530,140,1,8
5531,140,0,7
5532,520,3,19
5533,960,7,31
5534,260,6,16
3486,260,4,17
5535,160,2,12
5536,260,2,15
5537,180,1,13
5538,100,0,7
3518,140,2,10
5539,160,3,7
5540,640,5,22
5541,920,8,26
5542,700,3,17
5543,920,6,26
5544,760,3,21
5545,220,2,10
5546,1020,3,30
5547,1040,3,18
5548,680,6,19
5549,1240,5,21
10410,360,4,29
5551,360,2,15
5552,1060,6,32
5553,820,3,23
5554,1060,9,35
5555,220,22,26
5556,280,9,23
5557,460,2,14
5558,460,2,12
5559,380,4,22
5560,300,3,23
5561,140,0,3
3642,160,5,11
5562,200,2,9
5563,80,1,8
5564,320,1,8
5565,60,0,3
5566,540,3,16
5567,320,1,9
5568,200,1,13
5569,340,7,23
5570,220,2,6
5571,160,6,14
5572,260,5,22
5573,320,3,28
5574,260,3,42
5575,340,2,16
5576,540,11,32
5577,120,2,8
5578,160,3,16
5579,160,6,21
5580,320,7,36
5581,1340,8,33
6980,120,5,6
5583,499,19,31
5584,240,3,21
3580,1520,6,33
5585,160,2,13
7089,720,6,34
5587,1140,4,31
3744,300,51,34
3581,300,3,9
5588,520,5,15
5589,600,4,26
5590,420,2,26
5591,1140,35,66
5606,1520,11,31
5607,540,2,21
5608,1040,9,27
5609,1040,7,31
5610,760,6,22
5611,180,0,7
5612,160,1,3
5613,1200,8,40
5614,340,1,14
5615,20,0,1
5616,100,1,11
5617,280,1,20
5618,740,3,25
7093,720,4,33
7088,320,4,31
5586,400,7,38
7092,460,6,39
5619,260,2,27
7086,60,0,2
6981,1340,10,28
5582,740,4,21
3452,1040,3,21
10851,1240,3,27
9991,280,1,10
3453,1120,9,34
5622,940,5,41
3663,600,3,31
5623,600,2,29
10444,480,2,11
5624,840,4,34
3834,680,3,30
5625,640,2,36
5626,1300,6,32
5627,980,5,37
5628,80,0,21
5629,300,19,41
5630,260,2,21
5631,60,1,10
5632,120,3,13
5633,360,6,26
5634,1360,9,38
5635,960,6,28
5636,840,5,27
5637,140,0,4
5638,240,1,9
5639,260,1,14
5640,40,0,3
5641,40,0,2
5642,80,1,4
5643,300,4,30
5645,880,10,30
5646,640,5,20
5647,0,0,0
5648,40,0,4
5649,200,4,8
5650,380,2,5
5651,240,33,19
3790,800,5,25
5652,740,4,25
5653,60,0,7
5654,20,0,5
5655,340,2,17
5656,40,0,6
5658,760,3,13
5659,1300,30,41
5660,160,2,20
5661,100,1,8
5662,260,4,16
3667,320,6,16
3668,280,3,15
5663,60,0,17
5664,160,2,12
5665,200,2,14
5666,120,1,6
5667,220,2,16
5668,280,5,14
5669,180,24,26
5670,1180,11,25
5671,120,3,20
5672,340,16,21
5673,980,7,33
5674,340,1,8
3751,320,3,12
5675,499,4,12
5676,940,5,43
5677,60,0,6
5678,140,3,10
5679,20,0,2
5681,60,0,17
7111,840,17,48
5682,340,7,45
5683,40,0,1
5684,820,5,36
5685,800,5,41
5686,920,6,42
5687,640,3,40
5688,640,2,33
5689,700,4,28
5690,240,2,34
5691,80,0,8
5692,780,3,40
5693,740,3,17
5694,240,1,23
7094,460,44,39
5657,120,9,24
7112,520,2,9
3424,520,5,25
3425,400,2,22
3426,640,1,29
3427,620,3,29
5695,700,4,34
3583,760,5,37
3584,960,8,47
5696,840,3,30
5697,960,7,27
5698,1080,7,34
5699,880,5,33
5700,499,3,22
5701,540,1,25
5702,700,3,34
5703,720,3,30
5705,180,2,28
5706,220,5,14
5707,100,5,14
5708,120,6,19
5709,240,6,37
5710,440,3,20
5711,1320,31,34
5712,999,6,32
5713,1740,5,27
5714,2020,6,32
5715,0,99,48
5716,1900,32,35
5717,1520,4,24
5718,740,4,31
5719,600,4,32
5720,460,2,29
5721,160,2,7
5722,140,0,5
5723,280,1,6
5724,580,3,18
5725,600,3,21
5726,0,0,4
5727,160,3,9
5728,360,10,25
5729,740,7,31
5730,680,10,21
5731,560,8,15
5732,120,1,10
5733,160,3,8
5734,120,2,7
5735,400,2,15
5736,220,0,6
5737,240,1,12
5738,100,8,17
5739,520,3,25
5740,1480,14,48
5741,700,5,18
7115,216,3,26
3454,60,0,10
3455,1120,6,33
3456,100,1,19
5742,560,3,28
7018,2540,30,47
7069,660,10,21
7021,2780,9,42
3511,2080,14,66
7020,140,1,26
7140,1700,5,23
5761,1700,11,41
5762,1300,27,24
5763,260,1,5
5764,499,12,65
5765,120,1,14
5766,300,3,45
5767,1080,9,15
5768,180,0,4
5769,660,4,15
5770,620,4,18
5771,40,1,7
4472,700,6,18
3513,1780,6,36
5772,1400,8,48
5773,620,3,26
3498,900,8,33
5774,440,1,26
5775,360,1,24
5776,540,2,29
5777,960,6,34
3411,999,4,44
3439,680,2,25
5778,340,2,20
5779,120,4,28
5780,0,0,6
3499,260,7,17
3500,120,0,5
7057,780,3,15
3522,660,2,11
4136,1420,26,45
4141,560,3,17
4139,680,2,13
4134,260,1,5
4135,999,3,14
3436,600,3,22
4140,220,3,12
4483,700,5,34
3471,60,50,26
4485,160,2,15
4486,960,5,24
4487,980,3,19
4488,240,0,11
4702,260,1,18
3505,680,6,32
3506,520,5,34
3507,1520,15,46
4703,1820,4,46
3515,499,4,55
3516,860,7,50
4704,860,7,50
4706,120,2,22
4132,700,2,19
4133,340,2,14
9959,80,1,14
4130,480,2,35
4154,680,2,28
7002,620,3,22
4153,800,2,30
7003,600,2,27
7004,620,2,30
4129,280,4,18
4126,660,2,37
4050,380,6,41
4049,980,10,47
4056,620,47,54
4051,1420,33,43
4059,999,3,24
7076,920,4,33
7023,300,0,4
7074,430,3,24
7072,120,53,44
10852,40,39,21
5782,20,0,27
4137,80,38,19
7100,80,11,16
7099,20,0,3
7083,20,20,11
4127,60,1,11
7070,880,18,62
3849,180,3,13
3855,720,20,94
3856,1080,5,25
3857,120,2,9
3858,1260,7,30
3859,120,2,10
3860,1320,5,23
3861,240,11,18
3862,1200,3,21
3864,420,5,27
3865,600,4,23
3866,480,5,20
3867,540,3,17
4191,900,4,26
3868,180,28,34
3869,1020,4,24
4192,1500,11,45
4193,960,7,37
3870,1020,5,37
3871,720,3,21
3872,840,6,24
3873,120,2,7
3874,2040,13,72
3875,780,6,26
3876,300,1,10
10983,780,6,37
3563,480,0,53
3724,0,8,8
3725,60,0,7
3564,32,9,12
3878,60,23,25
3726,240,2,12
3601,420,3,20
10984,240,2,12
3880,240,1,6
3881,360,10,18
3602,420,5,20
3603,1200,7,29
3882,1020,6,21
3883,780,3,19
3884,960,4,25
3885,120,0,4
3886,600,2,14
3887,180,85,86
9981,480,3,21
9980,480,4,19
9979,0,0,0
3889,540,10,51
7035,900,28,59
11205,420,7,29
7034,540,22,50
10024,120,7,16
7054,540,9,31
7055,164,8,20
7053,180,3,18
4078,120,3,10
4079,480,6,25
4080,420,67,57
4081,360,2,12
4082,480,7,23
3727,167,6,10
4083,211,5,11
3728,360,7,18
3614,120,1,5
3615,120,1,5
4084,180,2,11
4085,0,0,0
5095,180,3,20
5096,0,0,0
4086,180,3,9
4087,300,4,20
4088,120,3,15
4089,60,2,8
4090,900,14,56
4091,120,1,7
4092,193,7,24
4093,0,0,0
4094,120,0,5
4095,180,3,20
4096,240,3,26
4097,120,1,8
4121,120,2,10
4099,60,0,6
4100,660,2,24
4101,660,4,36
4102,660,8,39
4103,480,12,54
4104,540,3,15
5097,300,9,25
4105,420,4,24
3582,0,0,0
4106,660,5,39
4107,100,1,6
4108,180,1,11
4109,60,0,7
4232,480,5,35
10409,420,5,19
4098,180,1,10
4110,1920,8,56
4111,120,3,11
4112,2280,9,51
3729,120,1,5
4113,1080,5,21
4114,1440,6,37
4115,540,2,19
4116,180,1,7
4117,60,2,8
4118,60,2,8
4119,588,2,20
4120,120,7,18
4122,776,5,33
4123,60,1,4
4124,360,5,26
4125,180,0,11
10923,456,16,29
10921,240,3,19
10922,120,2,6
10927,120,0,4
10925,360,5,28
10924,120,2,10
10926,120,3,11
10814,540,5,22
4142,120,45,56
4143,180,10,30
4144,60,2,8
4145,660,9,41
4146,0,0,0
4147,360,4,24
4148,240,5,28
4149,300,3,12
4150,120,5,16
4151,300,2,15
4155,1500,10,50
3758,180,5,22
3759,0,0,0
3523,1140,8,45
4156,120,0,5
4157,180,1,8
4158,16,0,2
4159,780,5,31
3653,1380,13,61
3683,120,5,16
3654,1260,5,34
4160,480,15,52
4161,600,6,34
4162,180,7,21
4163,600,4,33
4164,1317,2,28
4165,409,3,22
4166,960,12,45
3463,840,4,36
3464,660,4,33
4167,1080,15,67
4168,540,8,64
4169,840,12,65
4170,494,14,32
7041,1140,7,32
4172,180,3,18
4173,1440,3,29
3691,1980,8,43
3718,2812,7,47
3719,300,7,35
4174,2040,20,72
4175,1320,13,69
4176,240,32,46
4177,0,0,0
4178,240,3,26
4179,180,1,12
3692,420,12,49
4180,1860,6,46
4181,180,1,6
4182,1200,17,50
4183,600,57,71
4184,1620,4,33
4185,420,21,32
4186,300,5,47
4187,240,4,20
3585,60,2,8
3586,60,0,7
4188,60,0,6
4189,420,7,70
4190,420,5,35
3465,660,5,26
3466,480,5,24
3467,0,100,100
4194,2220,9,54
4195,60,2,7
4196,0,0,0
4197,1740,10,48
4198,660,10,60
5103,900,18,59
4171,300,2,8
5080,660,5,24
11206,1620,11,58
7136,3660,14,65
7137,1920,5,38
7138,1560,2,26
7139,2100,7,39
4199,60,0,8
4200,480,20,55
4201,1020,11,36
4202,840,22,66
4203,720,6,27
4204,120,0,13
4205,600,5,22
4206,540,10,24
4207,120,3,16
4208,0,0,0
4209,480,4,15
3722,60,2,6
5104,540,1,13
4211,240,1,6
4212,840,5,22
4213,720,6,25
4214,334,7,12
4215,480,4,17
4216,600,6,20
4217,0,0,0
4218,600,7,35
4219,0,0,0
4220,422,7,18
4221,540,3,38
4222,540,4,21
4226,420,3,15
4227,600,5,22
4228,120,2,10
4229,1140,8,37
4230,0,0,0
4231,720,5,29
4233,0,0,0
4234,420,4,14
4235,240,3,19
4236,420,4,19
4237,0,0,0
4238,480,4,16
3669,120,1,6
3670,0,0,0
4239,420,3,13
4240,42,12,11
10037,0,0,0
10427,282,10,33
10491,120,2,14
10866,480,7,37
10867,60,2,6
7133,360,7,29
7134,480,3,12
7135,480,3,16
7113,1260,15,77
4243,360,2,10
3671,5220,13,91
4244,2100,9,53
4245,180,3,22
4246,2160,14,66
4247,1500,15,76
4248,780,9,48
4249,1500,9,50
4250,60,0,4
4251,360,75,82
4252,720,18,72
10528,240,8,26
4254,60,2,7
10608,60,3,11
4256,540,35,74
10530,0,0,0
10527,0,0,0
4257,180,7,24
10639,60,2,9
4258,60,2,8
4259,300,2,12
4260,180,2,15
4261,120,1,5
3707,360,7,19
4262,180,2,8
3618,60,3,9
4263,180,3,25
4264,960,5,26
4265,600,6,23
4266,60,52,55
3475,480,3,18
4268,180,2,8
4269,360,15,25
4270,300,30,45
7087,180,3,16
7090,720,3,17
7091,240,10,22
4279,60,3,7
11301,60,20,27
4281,265,2,35
4282,0,0,0
7101,660,6,35
4283,2160,83,114
4284,240,2,14
4285,120,15,27
4286,1740,14,61
4287,0,0,0
4289,240,3,15
4290,120,3,16
4291,60,2,9
4292,660,10,42
4293,240,2,16
4294,180,23,30
4295,300,12,34
4296,360,37,69
4297,420,5,25
10386,480,4,30
4298,300,10,33
3672,480,15,41
10387,240,5,18
4353,1500,8,54
4301,164,1,10
10388,0,0,0
3730,240,85,87
4303,48,6,9
3731,50,6,8
10678,180,1,8
4305,120,3,16
4306,660,11,44
4307,300,25,33
4308,420,4,23
4309,480,7,31
4310,300,15,32
4311,120,3,15
4312,40,1,5
10874,1080,12,40
4313,840,8,32
4314,180,2,8
4315,1920,11,54
4316,300,3,20
4317,780,5,26
4318,0,35,35
4319,660,7,47
4320,240,2,10
3650,1560,8,48
10885,60,97,97
11207,180,3,13
11208,900,4,21
10875,1380,9,34
4337,300,4,15
4338,600,4,21
4339,0,100,100
4340,780,5,35
4341,660,8,25
4342,360,9,19
3745,360,4,20
3746,300,10,40
3747,300,7,35
4343,240,2,10
10646,216,57,63
4345,780,5,34
4346,600,10,31
4347,465,7,25
4348,480,10,28
3621,900,6,39
4349,660,6,36
4350,660,4,36
4351,2220,25,94
4352,240,10,32
4354,360,5,23
10645,600,9,43
4355,720,8,38
4356,300,2,17
4357,480,3,29
4358,300,3,19
4359,60,1,3
4360,180,2,10
4361,360,5,16
4362,900,6,34
3565,540,5,22
4363,720,4,33
4364,180,4,11
4365,300,7,32
4366,240,7,32
4367,180,3,18
10647,540,18,62
4369,60,0,4
4370,60,0,5
4371,900,11,51
4372,0,0,0
4373,1200,6,29
7066,360,3,20
4375,60,2,9
4376,420,2,14
4377,300,2,14
10271,120,0,12
10338,600,4,23
10884,1380,9,37
10883,60,3,7
10878,780,8,29
7063,1560,37,98
7065,1200,47,88
9965,480,5,18
9963,660,6,23
9964,120,2,9
9967,60,2,5
3715,1320,7,63
3716,3960,12,61
3717,480,6,19
4470,720,12,47
4471,1380,9,40
3468,300,1,11
3469,900,7,39
6979,900,6,35
4473,780,10,43
10985,780,5,36
3395,480,5,28
3396,0,0,0
3397,120,2,8
4475,60,0,3
7019,660,8,55
9961,1620,10,51
9962,120,2,14
10216,0,0,0
4476,240,4,14
4477,240,5,20
10560,420,33,64
5404,240,47,54
5405,60,72,73
5406,420,10,35
5407,180,4,10
5408,240,2,7
5409,420,25,46
9930,1500,7,33
9932,720,2,15
9931,540,3,18
9929,780,6,26
9907,1320,9,39
5410,60,38,40
9909,1260,7,36
9908,360,5,28
9926,540,3,19
9928,240,2,10
10011,540,12,44
9933,300,7,26
9934,420,8,34
9917,300,5,21
9920,360,5,28
5412,120,5,15
10986,720,24,42
4479,296,4,13
3437,240,2,9
3438,113,5,10
4480,300,3,13
4481,600,4,23
3675,240,2,10
3676,780,6,30
4304,480,4,19
4484,420,3,17
3470,300,17,34
4321,540,7,24
4322,120,3,13
4323,540,2,14
4324,300,2,9
3651,300,1,8
4489,1020,5,35
4490,240,3,20
3512,300,2,13
4491,0,0,0
4492,1500,11,57
7058,420,13,43
7059,60,77,78
7073,300,3,19
4325,300,2,12
4326,180,2,8
4327,840,8,34
5116,480,7,37
5117,180,3,15
4328,720,21,40
4329,180,1,5
4330,120,2,6
10407,360,2,14
10408,420,1,15
4331,120,67,70
7102,60,2,7
10000,28,0,2
10467,120,30,37
4495,180,10,24
4496,120,2,12
4497,180,3,18
3524,120,2,12
4498,0,0,0
4500,300,2,14
4501,420,4,21
4502,240,3,14
4503,120,2,12
4504,240,2,13
4505,120,0,5
4506,120,2,7
4507,420,3,20
4508,600,4,28
4509,120,1,6
4510,420,4,21
7114,180,3,18
10097,120,0,4
4511,360,3,18
3472,120,1,6
3473,60,2,7
4512,240,2,13
4513,240,2,12
4514,240,2,12
4515,60,0,3
4516,180,2,12
5142,360,2,17
3440,120,2,12
3514,60,2,7
5143,240,2,13
4517,0,0,0
4518,360,5,19
4519,300,51,57
4520,0,0,0
4521,60,1,3
4522,180,2,17
4523,180,5,19
3638,0,0,0
4524,300,7,30
4525,120,2,12
4526,180,5,26
4527,120,2,15
4528,119,6,12
3733,240,5,24
9960,180,0,20
3639,420,2,21
3734,360,10,42
4529,60,1,4
3735,600,4,33
4530,540,3,25
4531,780,8,41
4532,660,6,32
4533,360,5,36
4534,240,2,13
4535,180,1,8
4536,0,0,0
4537,60,0,5
3595,60,2,7
4538,0,0,0
4539,60,2,9
3767,270,1,8
4540,180,1,8
3708,60,5,10
10218,0,0,0
10219,240,2,18
10220,60,3,7
10221,60,0,4
3413,60,2,8
3412,180,3,32
10212,720,4,23
9914,240,7,29
10195,60,0,8
6983,720,6,25
10012,60,45,49
10153,120,1,5
4543,240,3,11
10154,480,17,44
4545,420,17,40
4546,600,3,22
4548,720,4,19
4549,240,7,22
4550,120,2,9
4551,180,3,15
4552,60,2,6
4553,180,3,15
4554,180,10,21
9882,60,2,6
4556,60,2,7
3408,240,8,23
4557,300,7,26
4558,300,2,12
4559,60,3,7
3829,480,4,19
4560,240,7,22
4561,180,3,15
4562,0,0,0
3824,180,7,18
3825,60,2,6
4563,900,11,33
4564,780,17,60
3596,660,12,51
4565,60,0,4
4566,900,20,68
4567,240,5,20
4568,120,2,10
4569,180,3,15
3588,120,0,8
3589,1140,6,36
4570,720,10,32
10165,180,1,7
10166,60,1,3
3737,24,1,3
4572,0,0,0
4573,0,0,0
4574,600,4,23
4575,240,1,6
4576,720,4,19
3738,360,1,9
4577,90,1,3
4578,630,2,16
4579,420,3,12
4580,60,78,79
4581,660,3,17
4582,360,71,73
7024,60,95,95
9915,600,10,25
9916,1380,10,44
9919,840,7,29
9918,660,5,22
10809,0,0,0
10813,300,3,15
4585,2040,9,50
4586,240,1,11
4587,300,3,27
4588,540,5,26
4589,960,5,20
4590,60,2,8
4591,60,2,8
4592,810,2,20
4593,600,3,16
4594,300,2,7
4595,300,7,26
4596,420,8,34
4597,720,8,63
10032,360,2,10
4598,0,45,45
4599,60,0,3
4600,60,0,3
4601,120,0,5
4602,60,1,3
4603,300,2,12
4604,600,4,23
4605,480,4,19
4606,240,2,10
4607,300,2,12
4608,420,4,17
4609,0,0,0
4610,180,4,11
4611,480,4,19
4612,16,5,6
4614,300,2,12
4615,720,4,22
4616,240,2,10
4617,120,1,6
4618,60,0,4
4619,420,4,17
4620,120,1,5
4621,300,3,13
4622,0,0,0
3591,120,2,12
3592,240,3,11
10033,120,18,26
7142,0,73,73
7141,120,17,25
4623,360,4,17
3739,360,4,17
3740,360,4,20
4624,420,7,35
3741,120,0,11
4625,120,2,13
4626,60,52,55
3474,0,0,0
4627,351,10,36
4628,163,7,17
4629,346,9,35
4630,170,7,19
4631,410,27,50
4632,138,7,18
4633,540,3,25
4634,360,5,22
4635,240,1,8
4636,576,34,55
4637,300,2,13
3398,240,4,12
3399,180,2,14
3400,0,0,0
4638,780,7,30
9968,360,13,39
4639,720,6,30
10040,300,1,15
10039,280,1,11
4640,0,0,0
4641,60,0,6
4642,840,5,32
4643,0,0,0
3689,180,60,67
3690,120,2,14
4644,0,100,100
4645,0,0,0
10041,240,5,23
4647,60,2,7
10042,360,2,13
10045,300,1,11
10047,60,2,9
4687,120,3,15
4648,540,4,30
4649,360,5,39
4650,300,8,31
3525,120,7,17
3526,120,2,11
4651,300,3,39
4652,0,0,0
4653,0,0,0
4654,268,6,29
3501,60,0,6
3502,60,0,6
3503,360,12,41
3504,120,2,6
4655,120,3,13
4656,240,4,11
4657,180,25,36
4658,303,34,45
4659,0,0,0
4661,60,2,6
4662,120,5,13
4663,60,0,6
4664,660,5,23
4665,0,0,0
4666,60,2,6
4667,120,5,13
4668,120,3,11
4669,480,4,19
4670,300,3,12
4671,180,5,19
3414,1080,17,49
3415,180,2,6
3416,480,4,16
4672,540,3,20
4673,480,3,17
4674,120,3,11
4675,120,0,3
4676,60,0,3
4677,0,50,50
4678,600,4,17
3442,60,2,6
4679,360,5,15
4680,660,60,79
3443,600,5,23
4681,120,1,5
4682,180,1,6
4683,0,0,0
4684,180,3,19
4686,32,12,14
7077,60,0,4
7060,180,10,26
7061,60,0,5
7078,240,63,68
5414,420,12,31
5415,1020,6,38
5416,720,6,30
5417,180,1,7
5418,180,2,6
5419,300,3,14
3677,660,3,18
5420,540,5,25
3485,420,3,12
5421,300,5,19
5430,360,4,16
5434,540,12,47
5435,60,2,7
5436,360,8,36
5437,120,2,10
4555,240,20,33
10187,300,1,8
10184,300,4,14
10182,540,5,25
10186,32,2,5
3448,349,6,13
5505,120,1,5
5506,360,4,14
5507,344,13,34
10470,120,35,43
11282,180,3,18
5592,300,5,25
5593,360,3,16
5594,360,3,16
5595,660,6,30
5596,360,2,15
5597,180,1,8
5598,300,13,29
5599,60,63,65
3773,120,3,11
5600,120,3,11
5601,360,7,31
5602,240,3,18
5603,180,2,14
5604,60,2,6
5605,300,7,24
11284,240,3,20
5621,120,0,11
11283,120,2,13
3417,252,2,16
3418,420,3,20
4688,120,2,11
4689,180,2,9
4690,420,3,22
4691,420,2,16
4692,180,2,10
4693,480,5,19
4695,120,1,5
4696,0,0,0
3444,0,0,0
10038,60,2,9
10648,300,3,16
3476,180,3,15
3477,120,1,4
3478,720,5,22
4697,180,1,6
4698,60,2,6
4699,240,7,22
4700,72,3,5
4701,300,3,11
9970,180,2,8
9971,180,2,8
9972,120,3,15
10649,420,5,20
10650,600,6,30
10682,300,3,17
10658,120,0,4
4707,0,0,0
4708,360,15,35
4709,240,12,26
4710,120,2,12
4711,180,7,18
4712,300,8,26
4713,480,8,36
4714,240,5,20
4715,120,10,15
4716,180,7,21
4717,480,8,24
4718,60,2,7
3401,540,9,31
10065,0,0,0
3402,0,0,0
5744,600,8,39
5745,300,4,12
5746,300,3,11
5747,840,4,19
5748,0,0,0
5749,120,0,3
5750,360,10,32
5751,0,0,0
5752,0,0,0
5753,300,28,46
5754,0,0,0
9925,0,0,0
9896,532,6,20
9897,240,3,11
11034,240,38,43
11035,420,4,17
11036,240,4,12
5755,420,3,17
5756,351,6,17
5757,120,0,4
5760,120,2,6
5759,120,2,6
7097,240,2,10
10155,300,4,14
3678,60,27,30
4719,540,10,26
4720,60,0,4
11033,540,4,21
4722,240,2,10
4723,60,2,6
6912,60,0,2
4725,480,3,19
4726,120,27,33
4727,300,2,12
4728,60,2,5
4729,0,0,0
4730,780,5,30
4731,960,7,37
4732,300,10,33
4733,360,2,14
4734,1260,3,31
11032,180,1,7
9883,300,8,17
9884,264,3,12
9887,420,12,37
9886,660,12,51
9906,120,3,11
4737,60,3,6
4738,0,0,0
9905,60,2,6
9904,300,2,12
9903,120,2,10
9913,240,3,11
9912,480,3,19
9911,120,2,10
9910,180,3,18
9898,180,2,8
9899,840,5,32
9900,840,5,32
9975,240,2,9
9974,480,4,17
9973,60,5,8
9976,0,0,0
6639,3360,11,73
3797,960,6,66
6640,1320,5,59
6641,5100,14,89
6642,6000,16,88
6643,1080,4,33
6644,4200,9,92
6645,1800,7,65
6646,5160,9,115
6647,3720,9,79
6648,4020,8,87
6649,3960,7,76
6650,4380,9,77
6651,3660,8,74
6652,480,3,29
6653,120,0,7
6654,4320,7,73
6655,3900,7,74
6656,-1,-1,-1
6657,-1,-1,-1
10264,-1,-1,-1
6659,-1,-1,-1
6660,-1,-1,-1
10175,3540,8,73
10265,3840,12,67
6658,-1,-1,-1
3818,3900,9,85
3819,6900,11,88
3820,5820,14,97
6663,4320,22,101
3799,5940,10,89
3800,3420,14,103
6664,5940,14,110
6665,3000,23,70
6666,5700,10,71
3488,3000,7,67
3489,960,8,57
6667,2220,8,46
6668,1320,17,78
6669,1380,12,79
3611,1740,9,91
3815,5100,6,113
3490,4800,9,81
3491,4680,6,81
3492,2640,6,71
3493,2040,7,60
3816,3120,12,73
6670,2340,19,73
6671,1560,6,47
6672,2040,31,61
6673,1020,3,30
6674,1260,29,73
7124,600,5,37
6676,3300,30,69
6677,1800,4,91
6678,60,1,4
6679,2640,35,59
6820,720,8,58
6680,2820,13,76
6681,1140,13,68
6682,1560,5,52
6683,4200,10,85
6684,1500,4,48
6685,3960,8,59
6686,1920,6,59
6687,2160,8,72
6688,1260,4,56
6689,3060,9,56
6690,3120,8,61
6691,2460,5,48
7125,420,3,26
6692,2400,5,43
6693,1800,3,33
6694,1320,2,26
6813,1200,5,37
6695,2280,5,47
6696,2700,4,84
10180,2160,4,60
6698,960,2,19
6815,1440,14,79
6817,660,5,55
6699,1680,3,33
6700,1260,1,18
3801,1680,3,33
6914,1680,4,59
6702,0,0,0
3510,-1,-1,-1
6703,-1,-1,-1
6704,-1,-1,-1
6705,-1,-1,-1
6706,1200,10,68
6707,180,1,11
7130,2280,13,86
7013,180,16,24
7014,360,3,22
3521,3600,6,66
6712,240,2,15
6713,3300,6,63
3821,1020,9,61
3822,2460,9,69
3823,3960,10,73
6714,2400,10,90
6715,4440,7,76
6716,1080,10,80
6717,2400,4,58
6718,2520,10,90
6719,1980,17,91
6720,2280,4,54
